,fips,stname,ctyname,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
0,1001,Alabama,Autauga County,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018691588785046728,0.12149532710280375,0.3738317757009345,0.7850467289719626,1.308411214953271,1.831775700934579,2.186915887850467,2.261682242990654,2.065420560747663,1.7383177570093455,1.4953271028037374,1.4672897196261672,1.6448598130841106,1.925233644859811,2.130841121495324,2.0934579439252308,1.850467289719623,1.5607476635513986,1.4205607476635482,1.5420560747663519,1.897196261682239,2.383177570093453,2.8504672897196213,3.177570093457939,3.3271028037383146,3.3457943925233615,3.2242990654205577,2.999999999999995,2.700934579439247,2.420560747663545,2.2897196261682184,2.392523364485975,2.7009345794392465,3.10280373831775,3.4485981308411136,3.616822429906533,3.616822429906533,3.5233644859812983,3.3831775700934488,3.2523364485981197
1,1003,Alabama,Baldwin County,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004571428571428571,0.015999999999999997,0.03428571428571428,0.05714285714285713,0.07999999999999999,0.09828571428571425,0.10971428571428565,0.11428571428571419,0.11885714285714274,0.13485714285714273,0.15999999999999984,0.19428571428571415,0.233142857142857,0.28799999999999987,0.38171428571428545,0.5348571428571425,0.7451428571428569,0.994285714285714,1.2388571428571424,1.4285714285714284,1.5314285714285714,1.5382857142857138,1.5131428571428562,1.510857142857142,1.5542857142857132,1.689142857142856,1.9291428571428557,2.23542857142857,2.5645714285714267,2.8548571428571408,3.076571428571426,3.245714285714283,3.373714285714282,3.4674285714285675,3.5862857142857094,3.6731428571428517,3.6799999999999935,3.579428571428565,3.407999999999994,3.2571428571428505,3.2022857142857077,3.254857142857137,3.4102857142857075,3.62514285714285,3.773714285714277,3.817142857142848,3.7394285714285593,3.526857142857131,3.1999999999999895
2,1005,Alabama,Barbour County,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202020202020202,0.0909090909090909,0.22222222222222218,0.404040404040404,0.6262626262626261,0.8383838383838382,0.9999999999999997,1.1919191919191916,1.4646464646464639,1.8484848484848473,2.323232323232322,2.7979797979797967,3.1010101010100994,3.19191919191919,3.0707070707070687,2.8888888888888866,2.8585858585858563,3.0505050505050493,3.5252525252525237,4.232323232323229,4.999999999999996,5.636363636363631,6.030303030303025,6.020202020202014,5.646464646464641,5.030303030303025,4.313131313131304,3.727272727272717,3.4040404040403933,3.333333333333323
3,1007,Alabama,Bibb County,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03809523809523809,0.15238095238095237,0.35238095238095235,0.6380952380952382,0.9714285714285713,1.2571428571428567,1.4285714285714282,1.4952380952380946,1.4952380952380941,1.5238095238095224,1.628571428571427,1.8190476190476172,2.0761904761904746,2.3809523809523787,2.6857142857142833,2.9809523809523784,3.2476190476190445,3.476190476190473,3.6476190476190453,3.7714285714285696,3.914285714285712,4.161904761904759,4.485714285714282,4.809523809523805,4.990476190476184,4.914285714285707,4.523809523809516,3.9238095238095148,3.333333333333324,2.9714285714285644,2.933333333333327,3.123809523809517,3.3523809523809462,3.352380952380943
4,1009,Alabama,Blount County,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021505376344086016,0.09677419354838708,0.2795698924731182,0.6021505376344085,1.0430107526881716,1.516129032258064,1.903225806451612,2.0752688172042997,1.9892473118279554,1.7634408602150522,1.5591397849462347,1.5161290322580623,1.6774193548387077,1.9569892473118258,2.1612903225806432,2.1612903225806424,1.9354838709677396,1.5806451612903192,1.279569892473114,1.1505376344085978,1.236559139784942,1.5053763440860168,1.8817204301075225,2.2795698924731145,2.645161290322576,2.9247311827956946,3.075268817204297,3.1612903225806406,3.268817204301069,3.5053763440860144,3.8817204301075185,4.333333333333326,4.731182795698917,4.881720430107518,4.666666666666659,4.17204301075268,3.6021505376343965,3.1075268817204176,2.8279569892473027
5,1011,Alabama,Bullock County,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12307692307692306,0.43076923076923074,0.9846153846153844,1.7538461538461536,2.6153846153846154,3.292307692307692,3.5999999999999988,3.3538461538461513,2.584615384615381,1.5384615384615343,0.4307692307692263,-0.49230769230769666,-1.0461538461538504,-1.1384615384615426,-0.8615384615384656,-0.24615384615385003,0.5230769230769197,1.32307692307692,2.0307692307692276,2.738461538461535,3.4461538461538423,4.18461538461538,4.923076923076918,5.538461538461533,5.7846153846153765,5.661538461538454,5.2615384615384535,4.769230769230761,4.461538461538453,4.33846153846153,4.2461538461538355,4.0615384615384515,3.692307692307682,3.015384615384606,2.246153846153836,1.5692307692307597,1.1692307692307604,1.1384615384615313
6,1013,Alabama,Butler County,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013114754098360654,0.04590163934426229,0.0983606557377049,0.16393442622950816,0.22950819672131142,0.2688524590163934,0.2688524590163933,0.22950819672131137,0.16393442622950807,0.09836065573770478,0.045901639344262134,0.013114754098360526,-1.3877787807814457e-16,0.013114754098360484,0.045901639344262106,0.11147540983606537,0.20983606557377027,0.3672131147540981,0.5836065573770489,0.8524590163934423,1.1344262295081964,1.396721311475409,1.5999999999999988,1.7704918032786872,1.888524590163933,1.960655737704916,1.9999999999999976,1.9737704918032761,1.8426229508196692,1.6655737704917997,1.5278688524590123,1.4885245901639308,1.7311475409836032,2.2491803278688485,3.1081967213114714,4.275409836065569,5.639344262295075,7.036065573770483,8.668852459016385
7,1015,Alabama,Calhoun County,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008510638297872339,0.02978723404255319,0.06382978723404255,0.10638297872340426,0.14893617021276595,0.1829787234042553,0.2042553191489361,0.21276595744680837,0.21276595744680832,0.22127659574468064,0.23404255319148914,0.24680851063829762,0.2978723404255316,0.41276595744680816,0.6042553191489357,0.8680851063829783,1.217021276595744,1.608510638297871,2.004255319148935,2.429787234042552,2.9404255319148924,3.5829787234042536,4.33191489361702,5.093617021276593,5.689361702127657,5.974468085106379,5.817021276595739,5.238297872340418,4.412765957446801,3.510638297872333,2.6723404255319068,2.008510638297865,1.5872340425531846,1.4638297872340356,1.6680851063829691,2.153191489361693,2.817021276595736,3.476595744680843,3.8851063829787136,3.9191489361702034,3.570212765957437,2.9574468085106282,2.280851063829777,1.6936170212765849,1.2595744680850938,1.0382978723404137
8,1017,Alabama,Chambers County,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027341079972658913,0.012303485987696513,0.027341079972658916,0.0478468899521531,0.07108680792891317,0.0984278879015721,0.1408065618591934,0.21326042378673948,0.3157894736842104,0.44976076555023903,0.6192754613807243,0.8120300751879697,1.0129870129870127,1.2180451127819545,1.4736842105263155,1.8058783321941214,2.2105263157894735,2.642515379357484,3.040328092959671,3.2987012987012974,3.343814080656184,3.2699931647300047,3.239917976760079,3.417634996582361,3.8673957621326003,4.542720437457275,5.203007518796986,5.611756664388237,5.610389610389603,5.193438140806554,4.523581681476411,3.7744360902255565,3.1114149008885783,2.6288448393711477,2.3595352016404574,2.225563909774428,2.199589883800404,2.2200956937798964,2.221462747778528,2.149008885850981,1.9972658920027215,1.781271360218715,1.5228981544770877,1.257689678742297,1.0129870129870007
